이름,위도,경도,시도명,시군구명,읍면동명,리명,번지,도로명,도로명상세,주차가능여부,숙박업분류,카테고리명,10대,20대,30대,40대,50대,60+대,숙박유형
일로이리조트,35.17006048,129.1971551,부산광역시,해운대구,송정동,,809,송정구덕포길,130,Y,,숙박/휴양,0,0,0,0,0,0,기타
두포민박,35.16808791,129.1968905,부산광역시,해운대구,송정동,,855,송정구덕포길,174,,,숙박/휴양,302,230,245,344,479,370,민박
서울하우스,35.18196188,129.2049622,부산광역시,해운대구,송정동,,242-3,송정중앙로,41,,,숙박/휴양,76,491,214,34,38,66,게스트하우스
송정토마토민박,35.18175019,129.2039946,부산광역시,해운대구,송정동,,259,송정중앙로,40-22,N,,숙박/휴양,142,56,72,270,328,291,민박
레드MUN,35.18151356,129.2057658,부산광역시,해운대구,송정동,,288-8,송정중앙로,51,,,숙박/휴양,0,0,0,0,0,0,기타
현대민박,35.18249586,129.2040546,부산광역시,해운대구,송정동,,201-14,송정중앙로,31,N,,숙박/휴양,287,52,92,291,426,312,민박
다다민박,35.18177313,129.2045049,부산광역시,해운대구,송정동,,246-1,송정중앙로,14702,N,,숙박/휴양,305,64,220,319,486,387,민박
마루민박,35.18160432,129.2040776,부산광역시,해운대구,송정동,,260,송정중앙로,40-28,N,,숙박/휴양,329,134,170,334,404,364,민박
펜션민박 레드문,35.18151356,129.2057658,부산광역시,해운대구,송정동,,288-8,송정중앙로,51,N,,숙박/휴양,451,103,219,489,488,60,펜션
그린민박,35.18178374,129.2047756,부산광역시,해운대구,송정동,,245-1,송정중앙로,42,N,,숙박/휴양,256,67,243,261,409,310,민박
호텔홍단,35.18177008,129.205342,부산광역시,해운대구,송정동,,280-1,송정중앙로,45,Y,,숙박/휴양,151,432,374,450,248,138,호텔
동원비치민박,35.18226697,129.2037132,부산광역시,해운대구,송정동,,366-1,송정중앙로,30,N,,숙박/휴양,54,39,42,339,482,445,민박
고하우스,35.1821925,129.204002,부산광역시,해운대구,송정동,,227-7,송정중앙로,34,N,,숙박/휴양,51,384,209,62,33,100,게스트하우스
CC민박펜션,35.18164523,129.2049506,부산광역시,해운대구,송정동,,276,송정중앙로,44,Y,,숙박/휴양,199,123,174,288,274,76,펜션
뉴송정민박,35.1825685,129.203967,부산광역시,해운대구,송정동,,201-11,송정중앙로,29,N,,숙박/휴양,303,69,298,408,499,473,민박
대연민박,35.18262948,129.2038106,부산광역시,해운대구,송정동,,201-13,송정중앙로,,,,숙박/휴양,192,72,152,231,483,446,민박
게스트하우스송정,35.18169677,129.2042608,부산광역시,해운대구,송정동,,247,송정중앙로,14946,N,,숙박/휴양,61,332,423,37,76,66,게스트하우스
송정등대민박,35.18138022,129.2054071,부산광역시,해운대구,송정동,,287-1,송정중앙로,50,N,,숙박/휴양,219,100,131,309,418,350,민박
옥탑민박,35.18225193,129.2037057,부산광역시,해운대구,송정동,,366-2,송정중앙로,,,,숙박/휴양,174,89,104,244,423,259,민박
호텔가인,35.18191786,129.2051625,부산광역시,해운대구,송정동,,240-2,송정중앙로,43,Y,,숙박/휴양,83,398,239,461,101,70,호텔
애플모텔,35.18420378,129.2028469,부산광역시,해운대구,송정동,,198-2,송정중앙로15번길,21,Y,,숙박/휴양,111,395,244,216,216,81,모텔
호텔하루,35.18416673,129.2028007,부산광역시,해운대구,송정동,,198-17,송정중앙로15번길,19,Y,,숙박/휴양,81,199,142,260,140,55,호텔
올리브하우스펜션,35.1831026,129.2033453,부산광역시,해운대구,송정동,,200-12,송정중앙로21번길,6,Y,,숙박/휴양,328,283,326,422,410,142,펜션
송정네이티브,35.18325089,129.2041606,부산광역시,해운대구,송정동,,201-5,송정중앙로27번길,16,,,숙박/휴양,0,0,0,0,0,0,기타
마리나모텔,35.18338289,129.2044801,부산광역시,해운대구,송정동,,201-2,송정중앙로27번길,,Y,,숙박/휴양,126,442,345,341,276,92,모텔
소림장여관,35.18302517,129.2046381,부산광역시,해운대구,송정동,,203-4,송정중앙로33번길,16,,,숙박/휴양,291,430,384,381,358,128,모텔
호텔야자,35.18314564,129.2051425,부산광역시,해운대구,송정동,,203-22,송정중앙로33번길,,,,숙박/휴양,52,422,200,490,179,40,호텔
호텔빙고,35.18307836,129.2048627,부산광역시,해운대구,송정동,,203-17,송정중앙로33번길,,,,숙박/휴양,68,241,135,426,107,52,호텔
호텔데이즈A,35.18311934,129.20516,부산광역시,해운대구,송정동,,203-22,송정중앙로33번길,,Y,,숙박/휴양,145,311,304,364,208,140,호텔
호텔데이즈B,35.18307836,129.2048627,부산광역시,해운대구,송정동,,203-17,송정중앙로33번길,,Y,,숙박/휴양,143,465,326,491,167,133,호텔
빙고모텔,35.18308748,129.2048553,부산광역시,해운대구,송정동,,203-17,송정중앙로33번길,,,,숙박/휴양,209,477,474,360,281,85,모텔
비치웨이 게스트하우스,35.18094349,129.201819,부산광역시,해운대구,송정동,,297-37,송정중앙로36번길,13394,Y,,숙박/휴양,95,420,312,31,73,35,게스트하우스
깡이하우스,35.18186869,129.2040696,부산광역시,해운대구,송정동,,251-2,송정중앙로36번길,5,,,숙박/휴양,32,405,458,97,54,63,게스트하우스
송정호텔블루캐슬,35.18102927,129.2011106,부산광역시,해운대구,송정동,,323-8,송정중앙로36번길,70,Y,,숙박/휴양,215,444,399,492,272,125,호텔
송정초원민박,35.18100679,129.2033449,부산광역시,해운대구,송정동,,291-25,송정중앙로36번길,19-19,N,,숙박/휴양,361,86,86,391,443,418,민박
무무스하우스,35.18186869,129.2040696,부산광역시,해운대구,송정동,,251-2,송정중앙로36번길,5,N,,숙박/휴양,58,443,346,37,46,36,게스트하우스
라이온비치하우스,35.18129729,129.2039013,부산광역시,해운대구,송정동,,291-15,송정중앙로36번길,,N,,숙박/휴양,82,436,443,86,32,61,게스트하우스
우리민박,35.18089213,129.2011884,부산광역시,해운대구,송정동,,324-4,송정중앙로36번길,62,N,,숙박/휴양,320,299,306,382,458,383,민박
옛날민박,35.18122527,129.2037782,부산광역시,해운대구,송정동,,291-16,송정중앙로36번길,,N,,숙박/휴양,244,138,184,384,482,417,민박
둘리민박,35.18204196,129.2040258,부산광역시,해운대구,송정동,,251-1,송정중앙로36번길,2,,,숙박/휴양,288,278,283,290,466,442,민박
송해여인숙,35.18195858,129.2025633,부산광역시,해운대구,송정동,,337-9,송정중앙로36번길,24-16,N,,숙박/휴양,164,440,298,279,167,160,모텔
미래민박,35.18138371,129.2032508,부산광역시,해운대구,송정동,,294,송정중앙로36번길,,N,,숙박/휴양,226,93,207,330,390,334,민박
도가집민박,35.18145038,129.2026258,부산광역시,해운대구,송정동,,334-6,송정중앙로36번길,34,N,,숙박/휴양,291,212,251,311,430,392,민박
김가네민박,35.18141806,129.2040771,부산광역시,해운대구,송정동,,262,송정중앙로36번길,,,,숙박/휴양,191,46,75,205,350,293,민박
신세계민박,35.18162538,129.2038757,부산광역시,해운대구,송정동,,257,송정중앙로36번길,,N,,숙박/휴양,385,122,346,443,476,468,민박
송원펜션민박,35.1820086,129.2027633,부산광역시,해운대구,송정동,,358,송정중앙로36번길,,N,,숙박/휴양,302,127,248,360,317,58,펜션
늘푸른,35.18172113,129.202933,부산광역시,해운대구,송정동,,335-1,송정중앙로36번길,26,,,숙박/휴양,0,0,0,0,0,0,기타
미니펜션U앤I,35.18168371,129.2038883,부산광역시,해운대구,송정동,,254,송정중앙로36번길,9,,,숙박/휴양,136,93,120,484,217,92,펜션
태화장민박,35.18110746,129.2032956,부산광역시,해운대구,송정동,,291-28,송정중앙로36번길,19-17,,,숙박/휴양,210,62,193,262,480,466,민박
진주민박,35.18080228,129.2013328,부산광역시,해운대구,송정동,,297-62,송정중앙로36번길,61,,,숙박/휴양,257,126,198,298,442,300,민박
히딩크펜션,35.18111129,129.2038373,부산광역시,해운대구,송정동,,290-9,송정중앙로36번길,,N,,숙박/휴양,407,180,275,499,422,44,펜션
푸른민박,35.18170639,129.2026605,부산광역시,해운대구,송정동,,334-1,송정중앙로36번길,28,N,,숙박/휴양,256,107,202,272,354,306,민박
함흥슈퍼민박,35.18078713,129.2009801,부산광역시,해운대구,송정동,,298-19,송정중앙로36번길,67,,,숙박/휴양,112,55,73,145,395,349,민박
알리바바펜션,35.18147969,129.2033942,부산광역시,해운대구,송정동,,291-2,송정중앙로36번길,21,Y,,숙박/휴양,194,131,177,230,199,130,펜션
에스스테이펜션,35.18140758,129.2020978,부산광역시,해운대구,송정동,,329-1,송정중앙로36번길,42,Y,,숙박/휴양,438,315,320,489,441,247,펜션
앙스모멍,35.18147479,129.2030888,부산광역시,해운대구,송정동,,291-11,송정중앙로36번길,25,Y,,숙박/휴양,364,47,68,449,369,32,펜션
욜로101,35.18094349,129.201819,부산광역시,해운대구,송정동,,297-37,송정중앙로36번길,13394,,,숙박/휴양,0,0,0,0,0,0,기타
브이호텔,35.18227318,129.2050655,부산광역시,해운대구,송정동,,206-18,송정중앙로39번길,,Y,,숙박/휴양,224,342,249,347,226,223,호텔
송정호텔젬,35.182738,129.2053497,부산광역시,해운대구,송정동,,206-2,송정중앙로39번길,20,Y,,숙박/휴양,266,408,344,437,284,97,호텔
은지,35.1821504,129.2048213,부산광역시,해운대구,송정동,,206-7,송정중앙로39번길,,,,숙박/휴양,0,0,0,0,0,0,기타
해돋이,35.1821504,129.2048213,부산광역시,해운대구,송정동,,206-7,송정중앙로39번길,,,,숙박/휴양,0,0,0,0,0,0,기타
보라카이모텔,35.18245236,129.2051461,부산광역시,해운대구,송정동,,206-4,송정중앙로39번길,12,Y,,숙박/휴양,146,474,474,413,360,66,모텔
감동호텔,35.18250807,129.2046925,부산광역시,해운대구,송정동,,203-6,송정중앙로39번길,7,Y,,숙박/휴양,67,340,320,439,70,30,호텔
해돋이여관,35.18220351,129.2048592,부산광역시,해운대구,송정동,,206-7,송정중앙로39번길,,,,숙박/휴양,164,343,332,313,304,130,모텔
V모텔,35.18234199,129.2050006,부산광역시,해운대구,송정동,,206-18,송정중앙로39번길,,Y,,숙박/휴양,147,480,466,261,254,32,모텔
부산송정민박,35.18238441,129.2045428,부산광역시,해운대구,송정동,,203-13,송정중앙로39번길,3,Y,,숙박/휴양,250,113,135,315,487,467,민박
2월호텔,35.18304077,129.2050736,부산광역시,해운대구,송정동,,203-2,송정중앙로39번길,21,Y,,숙박/휴양,150,416,323,417,319,95,호텔
아이엠호텔,35.18259568,129.2052574,부산광역시,해운대구,송정동,,206-13,송정중앙로39번길,16,Y,,숙박/휴양,177,351,272,492,227,94,호텔
코코호텔,35.1822415,129.205305,부산광역시,해운대구,송정동,,206-10,송정중앙로39번길,,Y,,숙박/휴양,109,333,189,440,162,73,호텔
세븐모텔,35.18272742,129.2048272,부산광역시,해운대구,송정동,,203-5,송정중앙로39번길,13,Y,,숙박/휴양,77,442,235,136,131,52,모텔
감동호텔,35.18251104,129.2047183,부산광역시,해운대구,송정동,,203-6,송정중앙로39번길,7,Y,,숙박/휴양,108,347,345,481,306,61,호텔
송정호텔젬,35.18274398,129.2053861,부산광역시,해운대구,송정동,,206-2,송정중앙로39번길,20,Y,,숙박/휴양,204,394,246,458,212,182,호텔
보라카이모텔,35.18246361,129.2051477,부산광역시,해운대구,송정동,,206-4,송정중앙로39번길,12,Y,,숙박/휴양,172,485,352,259,199,134,모텔
아이엠호텔,35.18260892,129.2052197,부산광역시,해운대구,송정동,,206-3,송정중앙로39번길,16,Y,,숙박/휴양,55,396,349,491,273,38,호텔
GO모텔,35.18200433,129.2055457,부산광역시,해운대구,송정동,,212-2,송정중앙로39번길,,Y,,숙박/휴양,196,488,427,417,325,117,모텔
송정 GB그리다펜션,35.18001432,129.1990006,부산광역시,해운대구,송정동,,159-12,송정중앙로6번길,94,Y,,숙박/휴양,365,198,269,465,368,178,펜션
송정스카이풀빌라펜션,35.17905844,129.1983834,부산광역시,해운대구,송정동,,312-10,송정중앙로6번길,118,Y,,숙박/휴양,318,222,295,469,383,45,펜션
빌라코트야드,35.18155214,129.2000161,부산광역시,해운대구,송정동,,158-3,송정중앙로6번길,54,Y,,숙박/휴양,0,0,0,0,0,0,기타
송정스카이부티크,35.17905837,129.1983834,부산광역시,해운대구,송정동,,312-8,송정중앙로6번길,118,Y,,숙박/휴양,0,0,0,0,0,0,기타
어썸하우스,35.17795606,129.1978267,부산광역시,해운대구,송정동,,714-24,송정중앙로6번길,143,,,숙박/휴양,86,266,331,87,46,79,게스트하우스
마레민박,35.17634247,129.1966515,부산광역시,해운대구,송정동,,437-10,송정중앙로6번길,184,,,숙박/휴양,253,64,194,306,401,347,민박
해운대카라반펜션,35.17669249,129.1967265,부산광역시,해운대구,송정동,,437-7,송정중앙로6번길,180,Y,,숙박/휴양,412,103,410,499,496,49,펜션
네버엔딩웨이브,35.18044846,129.1993003,부산광역시,해운대구,송정동,,159-8,송정중앙로6번길,82,,,숙박/휴양,377,338,328,82,59,79,호스텔
윙민박,35.18222168,129.2005472,부산광역시,해운대구,송정동,,139-8,송정중앙로6번길,36,N,,숙박/휴양,202,40,120,219,423,308,민박
금하민박,35.17942926,129.1987261,부산광역시,해운대구,송정동,,248,송정중앙로6번길,,N,,숙박/휴양,201,144,170,263,459,295,민박
금강민박,35.17634251,129.196539,부산광역시,해운대구,송정동,,437-4,송정중앙로6번길,186,N,,숙박/휴양,162,62,150,260,412,405,민박
사계민박,35.18110041,129.2005135,부산광역시,해운대구,송정동,,299-2,송정중앙로8번길,60,N,,숙박/휴양,400,231,234,402,487,442,민박
굿모닝 게스트하우스,35.18098113,129.2022332,부산광역시,해운대구,송정동,,297-30,송정해변로,12601,N,,숙박/휴양,93,278,229,38,66,62,게스트하우스
에이플러스펜션민박,35.18134213,129.2047256,부산광역시,해운대구,송정동,,270-2,송정해변로,,,,숙박/휴양,268,181,222,448,438,39,펜션
송정바다뷰펜션 커플 가족 단체,35.18093379,129.2041882,부산광역시,해운대구,송정동,,289-12,송정해변로,,N,,숙박/휴양,316,62,285,467,432,33,펜션
동우장,35.18110866,129.2028133,부산광역시,해운대구,송정동,,297-14,송정해변로,,N,,숙박/휴양,229,498,337,269,250,90,모텔
부영민박,35.18125039,129.2048506,부산광역시,해운대구,송정동,,270-5,송정해변로,,Y,,숙박/휴양,149,52,99,166,352,210,민박
소라민박,35.1811254,129.2037508,부산광역시,해운대구,송정동,,290-8,송정해변로,,N,,숙박/휴양,154,47,116,186,432,391,민박
큰이모민박,35.18134211,129.2051881,부산광역시,해운대구,송정동,,285-1,송정해변로,,N,,숙박/휴양,284,104,228,330,424,350,민박
부산 그레이샌즈풀빌라펜션,35.18092059,129.2027427,부산광역시,해운대구,송정동,,297-18,송정해변로,,Y,,숙박/휴양,261,207,217,460,438,147,펜션
바다봄펜션,35.18096597,129.2047524,부산광역시,해운대구,송정동,,288-4,송정해변로,10,Y,,숙박/휴양,249,232,248,442,395,50,펜션
명진게스트하우스,35.18097815,129.2024577,부산광역시,해운대구,송정동,,297-25,송정해변로,12632,Y,,숙박/휴양,56,405,205,38,55,85,게스트하우스
나무늘보호텔 송정점,35.18082502,129.2025055,부산광역시,해운대구,송정동,,297-22,송정해변로,32,Y,,숙박/휴양,198,478,476,482,267,71,호텔
더설레임펜션,35.18156502,129.2047947,부산광역시,해운대구,송정동,,268-1,송정해변로,,Y,,숙박/휴양,305,162,274,447,370,33,펜션
브룩스호텔,35.18113214,129.2047388,부산광역시,해운대구,송정동,,271,송정해변로,,Y,,숙박/휴양,47,82,72,245,50,30,호텔
송정바다뷰펜션커플가족단체,35.18092432,129.2041568,부산광역시,해운대구,송정동,,289-12,송정해변로,,N,,숙박/휴양,187,125,171,456,455,124,펜션
달로달리펜션,35.18145403,129.2049168,부산광역시,해운대구,송정동,,275-1,송정해변로,,Y,,숙박/휴양,414,80,222,495,436,76,펜션
브룩스1,35.18132273,129.2046942,부산광역시,해운대구,송정동,,270-2,송정해변로,,,,숙박/휴양,0,0,0,0,0,0,기타
브룩스1,35.18122173,129.2048239,부산광역시,해운대구,송정동,,270-5,송정해변로,,,,숙박/휴양,0,0,0,0,0,0,기타
송정아바호텔,35.18133017,129.2049923,부산광역시,해운대구,송정동,,277,송정해변로,,,,숙박/휴양,101,403,158,410,119,42,호텔
돌담하우스,35.18089778,129.2045562,부산광역시,해운대구,송정동,,289-6,송정해변로,14,Y,,숙박/휴양,84,274,257,50,82,77,게스트하우스
뉴비치팬션,35.18104641,129.2045907,부산광역시,해운대구,송정동,,288-33,송정해변로,,Y,,숙박/휴양,266,233,260,419,369,91,펜션
송정호텔,35.18109984,129.2030877,부산광역시,해운대구,송정동,,297-9,송정해변로,28,Y,,숙박/휴양,165,491,326,492,313,61,호텔
